topic,unit_slug,faculty,url,title,wordCount,classification
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/monica-hope,Monica Hope,230,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/grd/students/monica-hope,Monica Hope,230,unique
international,law,Law,https://law.unimelb.edu.au/students/grd/students/monica-hope,Monica Hope,230,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/nimna-prematilaka,Nimna Prematilaka,236,unique
fees-finance,law,Law,https://law.unimelb.edu.au/students/grd/students/nimna-prematilaka,Nimna Prematilaka,236,unique
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/grd/students/nimna-prematilaka,Nimna Prematilaka,236,unique
international,law,Law,https://law.unimelb.edu.au/students/grd/students/nimna-prematilaka,Nimna Prematilaka,236,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/nurul-zayzda,Nurul Azizah Zayzda,319,unique
inclusion-equity,law,Law,https://law.unimelb.edu.au/students/grd/students/nurul-zayzda,Nurul Azizah Zayzda,319,unique
clubs-events,law,Law,https://law.unimelb.edu.au/students/grd/students/nurul-zayzda,Nurul Azizah Zayzda,319,unique
international,law,Law,https://law.unimelb.edu.au/students/grd/students/nurul-zayzda,Nurul Azizah Zayzda,319,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/ratu-ayu-asih-kusuma-putri,Ratu Ayu Asih Kusuma Putri,267,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/rebekah-markey-towler,Rebekah Markey-Towler,271,unique
orientation,law,Law,https://law.unimelb.edu.au/students/grd/students/rebekah-markey-towler,Rebekah Markey-Towler,271,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/renuka-balasubramaniam,Renuka T Balasubramaniam,415,unique
scholarships,law,Law,https://law.unimelb.edu.au/students/grd/students/renuka-balasubramaniam,Renuka T Balasubramaniam,415,unique
international,law,Law,https://law.unimelb.edu.au/students/grd/students/renuka-balasubramaniam,Renuka T Balasubramaniam,415,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/shilpa-singh-jaswant,Shilpa Singh Jaswant,295,unique
scholarships,law,Law,https://law.unimelb.edu.au/students/grd/students/shilpa-singh-jaswant,Shilpa Singh Jaswant,295,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/sid-saigal,Sid Saigal,267,unique
scholarships,law,Law,https://law.unimelb.edu.au/students/grd/students/sid-saigal,Sid Saigal,267,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/grd/students/sid-saigal,Sid Saigal,267,unique
international,law,Law,https://law.unimelb.edu.au/students/grd/students/sid-saigal,Sid Saigal,267,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/sumedha-choudhury,Sumedha Choudhury,242,unique
international,law,Law,https://law.unimelb.edu.au/students/grd/students/sumedha-choudhury,Sumedha Choudhury,242,unique
inclusion-equity,law,Law,https://law.unimelb.edu.au/students/grd/students/sumedha-choudhury,Sumedha Choudhury,242,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/suprawee-earn-asanasak,Suprawee (Earn) Asanasak,321,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/surabhi-singh,Surabhi Singh,323,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/tegan-evans,Tegan Evans,334,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/thi-nhung-nguyen,Thi Nhung Nguyen,347,unique
international,law,Law,https://law.unimelb.edu.au/students/grd/students/thi-nhung-nguyen,Thi Nhung Nguyen,347,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/thi-thu-ha-do,Thi Thu Ha Do,199,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/tina-yao,Tina Yao,233,unique
exams-results,law,Law,https://law.unimelb.edu.au/students/grd/students/tina-yao,Tina Yao,233,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/grd/students/tina-yao,Tina Yao,233,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/tom-hvala,Tom Hvala,152,link-farm
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/grd/students/tom-hvala,Tom Hvala,152,link-farm
contacts-support,law,Law,https://law.unimelb.edu.au/students/grd/students/tom-hvala,Tom Hvala,152,link-farm
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/vita-apriliasari,Vita Apriliasari,243,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/wilson-lui,Wilson Lui,398,unique
placements-WIL,law,Law,https://law.unimelb.edu.au/students/grd/students/wilson-lui,Wilson Lui,398,unique
international,law,Law,https://law.unimelb.edu.au/students/grd/students/wilson-lui,Wilson Lui,398,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/yan-wang,Yan Wang,239,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/yanjie-zhu,Yanjie (Andrew) Zhu,261,unique
exams-results,law,Law,https://law.unimelb.edu.au/students/grd/students/yanjie-zhu,Yanjie (Andrew) Zhu,261,unique
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/zelalem-shiferaw-woldemichael,Zelalem Shiferaw Woldemichael,225,unique
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/jd,JD Students,937,mixed
scholarships,law,Law,https://law.unimelb.edu.au/students/jd,JD Students,937,mixed
student-life,law,Law,https://law.unimelb.edu.au/students/jd,JD Students,937,mixed
IT-systems,law,Law,https://law.unimelb.edu.au/students/jd,JD Students,937,mixed
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment,Enrichment | JD Students | Melbourne Law School,303,unique
placements-WIL,law,Law,https://law.unimelb.edu.au/students/jd/enrichment,Enrichment | JD Students | Melbourne Law School,303,unique
careers-employability,law,Law,https://law.unimelb.edu.au/students/jd/enrichment,Enrichment | JD Students | Melbourne Law School,303,unique
clubs-events,law,Law,https://law.unimelb.edu.au/students/jd/enrichment,Enrichment | JD Students | Melbourne Law School,303,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities,Global learning opportunities,286,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities,Global learning opportunities,286,unique
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities,Global learning opportunities,286,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/ctls,Center for Transnational Legal Studies,1029,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/ctls,Center for Transnational Legal Studies,1029,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/ctls,Center for Transnational Legal Studies,1029,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships,Degree Partnerships,1545,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships,Degree Partnerships,1545,unique
placements-WIL,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships,Degree Partnerships,1545,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships,Degree Partnerships,1545,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/boston-college,Boston College,920,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/boston-college,Boston College,920,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/boston-college,Boston College,920,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/cambridge,University of Cambridge LLM/MCL,1065,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/cambridge,University of Cambridge LLM/MCL,1065,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/cambridge,University of Cambridge LLM/MCL,1065,unique
contacts-support,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/cambridge,University of Cambridge LLM/MCL,1065,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/leiden-university,Leiden University,957,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/leiden-university,Leiden University,957,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/leiden-university,Leiden University,957,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/national-taiwan-university,National Taiwan University,932,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/national-taiwan-university,National Taiwan University,932,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/national-taiwan-university,National Taiwan University,932,unique
scholarships,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/national-taiwan-university,National Taiwan University,932,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/nus,National University of Singapore Master of Laws (LLM),1026,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/nus,National University of Singapore Master of Laws (LLM),1026,unique
placements-WIL,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/nus,National University of Singapore Master of Laws (LLM),1026,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/nus,National University of Singapore Master of Laws (LLM),1026,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/nyu,New York University JD-LLM,1097,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/nyu,New York University JD-LLM,1097,unique
scholarships,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/nyu,New York University JD-LLM,1097,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/nyu,New York University JD-LLM,1097,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/oxford,University of Oxford BCL or MLF,1087,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/oxford,University of Oxford BCL or MLF,1087,unique
fees-finance,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/oxford,University of Oxford BCL or MLF,1087,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/oxford,University of Oxford BCL or MLF,1087,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/peking-university,Peking University,931,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/peking-university,Peking University,931,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/peking-university,Peking University,931,unique
international,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/sjtu,Shanghai Jiao Tong University,973,unique
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/sjtu,Shanghai Jiao Tong University,973,unique
forms-admin,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/sjtu,Shanghai Jiao Tong University,973,unique
